id,question,reference_answer,generated_answer,retrieved_contexts,retrieved_sources,retrieval_distances,tfidf_mode,tfidf_candidate_sources,tfidf_lexical_ranking,retrieval_time_seconds,generation_time_seconds,faithfulness,faithfulness_error,faithfulness_time_seconds,factual_correctness,factual_correctness_error,factual_correctness_time_seconds,semantic_similarity,semantic_similarity_error,semantic_similarity_time_seconds,question_time_seconds,evaluator_model,gpt56_faithfulness,gpt56_factual_correctness,gpt56_answer_relevancy,gpt56_factual_band,gpt56_judgment_note,qwen_minus_gpt56_faithfulness,qwen_minus_gpt56_factual_correctness
q050,Does having unused normal remote-work days automatically let a Germany-based employee work from Spain?,No. Cross-border remote work is not automatically covered by the weekly allowance and requires prior written approval from both HR and the manager.,No. Having unused normal remote-work days does not automatically let a Germany-based employee work from Spain.,"[""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country"", ""## 2. Working from another country\n\nWorking remotely from a country other than the employee's contractual work location is **not automatically covered** by the normal weekly remote-work allowance.\n\nCross-border remote work requires prior written approval from **both HR and the employee's manager** because tax, immigration, payroll, information-security, and employment-law requirements may apply.\n\nManager approval alone is not sufficient for cross-border remote work.\n\n## 3. Security requirements\n\nEmployees working remotely must:""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.37412405014038086, 0.42193150520324707, 0.5543913841247559]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.439229}, {""source"": ""parental_leave.md"", ""score"": 0.196477}, {""source"": ""annual_leave.md"", ""score"": 0.127772}, {""source"": ""expense_policy.md"", ""score"": 0.019337}, {""source"": ""travel_policy.md"", ""score"": 0.014694}]",0.056,0.999,0.0,,11.146,0.0,,11.815,0.764892268454367,,0.114,24.131,GPT-5.6 Sol,1.0,1.0,1.0,correct,Correctly answers that unused normal remote days do not automatically authorize work from Spain.,-1.0,-1.0
q051,Whose prior written approval is required for cross-border remote work?,Both HR and the employee’s manager.,The prior written approval required for cross-border remote work is from both HR and the employee's manager.,"[""## 2. Working from another country\n\nWorking remotely from a country other than the employee's contractual work location is **not automatically covered** by the normal weekly remote-work allowance.\n\nCross-border remote work requires prior written approval from **both HR and the employee's manager** because tax, immigration, payroll, information-security, and employment-law requirements may apply.\n\nManager approval alone is not sufficient for cross-border remote work.\n\n## 3. Security requirements\n\nEmployees working remotely must:"", ""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.36687466502189636, 0.5158311724662781, 0.5720788836479187]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.39739}, {""source"": ""parental_leave.md"", ""score"": 0.110003}, {""source"": ""annual_leave.md"", ""score"": 0.022741}, {""source"": ""expense_policy.md"", ""score"": 0.008202}, {""source"": ""travel_policy.md"", ""score"": 0.0}]",0.054,1.508,1.0,,10.901,1.0,,10.345,0.6588467877900905,,0.099,22.907,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,0.0
q052,Is manager approval by itself enough for an employee to work remotely from another country?,No.,"No, manager approval alone is not sufficient for an employee to work remotely from another country.","[""## 2. Working from another country\n\nWorking remotely from a country other than the employee's contractual work location is **not automatically covered** by the normal weekly remote-work allowance.\n\nCross-border remote work requires prior written approval from **both HR and the employee's manager** because tax, immigration, payroll, information-security, and employment-law requirements may apply.\n\nManager approval alone is not sufficient for cross-border remote work.\n\n## 3. Security requirements\n\nEmployees working remotely must:"", ""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.41219332814216614, 0.480577677488327, 0.5493885278701782]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.310076}, {""source"": ""parental_leave.md"", ""score"": 0.066911}, {""source"": ""annual_leave.md"", ""score"": 0.064439}, {""source"": ""travel_policy.md"", ""score"": 0.03243}, {""source"": ""expense_policy.md"", ""score"": 0.0}]",0.05,1.077,1.0,,10.115,0.0,,8.603,0.6185454951549972,,0.093,19.938,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,-1.0
q053,A Germany-based employee wants to work from Spain for one week and still has unused remote days. What approvals are needed?,HR and manager approval are needed.,The employee needs both HR and the employee's manager's approval for cross-border remote work.,"[""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country"", ""## 2. Working from another country\n\nWorking remotely from a country other than the employee's contractual work location is **not automatically covered** by the normal weekly remote-work allowance.\n\nCross-border remote work requires prior written approval from **both HR and the employee's manager** because tax, immigration, payroll, information-security, and employment-law requirements may apply.\n\nManager approval alone is not sufficient for cross-border remote work.\n\n## 3. Security requirements\n\nEmployees working remotely must:""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.4103066921234131, 0.43978482484817505, 0.5511190891265869]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.370836}, {""source"": ""annual_leave.md"", ""score"": 0.096497}, {""source"": ""parental_leave.md"", ""score"": 0.095683}, {""source"": ""travel_policy.md"", ""score"": 0.013506}, {""source"": ""expense_policy.md"", ""score"": 0.012569}]",0.057,0.757,1.0,,12.414,1.0,,9.182,0.822758207839986,,0.096,22.507,GPT-5.6 Sol,1.0,1.0,1.0,correct,Correctly identifies both HR and manager approval for cross-border remote work.,0.0,0.0
q054,What type of device should employees use for company work while remote?,A company-managed device.,The type of device employees should use for company work while remote is a company-managed device.,"[""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples"", ""## 2. Working from another country\n\nWorking remotely from a country other than the employee's contractual work location is **not automatically covered** by the normal weekly remote-work allowance.\n\nCross-border remote work requires prior written approval from **both HR and the employee's manager** because tax, immigration, payroll, information-security, and employment-law requirements may apply.\n\nManager approval alone is not sufficient for cross-border remote work.\n\n## 3. Security requirements\n\nEmployees working remotely must:"", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.4160920977592468, 0.5251352787017822, 0.5866178870201111]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.265526}, {""source"": ""parental_leave.md"", ""score"": 0.107576}, {""source"": ""annual_leave.md"", ""score"": 0.032166}, {""source"": ""travel_policy.md"", ""score"": 0.023866}, {""source"": ""expense_policy.md"", ""score"": 0.019595}]",0.045,1.8,1.0,,10.916,1.0,,10.798,0.8154988657464881,,0.092,23.652,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,0.0
q055,What network-access requirement applies when the approved VPN is required?,The employee must connect through the approved VPN.,The approved network-access requirement is that employees must use the company-managed device for company work and connect through the approved VPN when required.,"[""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples"", ""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:""]","[""remote_work.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.621627926826477, 0.6723390221595764, 0.6922414302825928]",weak_signal_full_corpus,,"[{""source"": ""remote_work.md"", ""score"": 0.070999}, {""source"": ""parental_leave.md"", ""score"": 0.029518}, {""source"": ""expense_policy.md"", ""score"": 0.011886}, {""source"": ""travel_policy.md"", ""score"": 0.010282}, {""source"": ""annual_leave.md"", ""score"": 0.0}]",0.047,1.484,1.0,,13.653,0.67,,11.944,0.878453331536276,,0.119,27.247,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,-0.32999999999999996
q056,What should a remote employee do if a company device is lost or stolen?,Report the loss or theft immediately.,The context does not provide specific information about what a remote employee should do if a company device is lost or stolen.,"[""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples"", ""## 2. Working from another country\n\nWorking remotely from a country other than the employee's contractual work location is **not automatically covered** by the normal weekly remote-work allowance.\n\nCross-border remote work requires prior written approval from **both HR and the employee's manager** because tax, immigration, payroll, information-security, and employment-law requirements may apply.\n\nManager approval alone is not sufficient for cross-border remote work.\n\n## 3. Security requirements\n\nEmployees working remotely must:"", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.43991515040397644, 0.6343673467636108, 0.6551146507263184]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.196054}, {""source"": ""parental_leave.md"", ""score"": 0.085212}, {""source"": ""annual_leave.md"", ""score"": 0.0}, {""source"": ""expense_policy.md"", ""score"": 0.0}, {""source"": ""travel_policy.md"", ""score"": 0.0}]",0.055,0.852,0.0,,11.023,0.0,,10.114,0.7300657747082505,,0.087,22.132,GPT-5.6 Sol,0.0,0.0,0.25,incorrect,Incorrect refusal: the retrieved context explicitly says to report loss or theft of company devices immediately.,0.0,0.0
q057,How long can a department director temporarily waive the weekly office-attendance requirement?,Up to 4 consecutive weeks.,"The question is not directly answered in the context provided. However, based on the context, a department director may approve a temporary exception to the weekly office-attendance requirement for up to 4 consecutive weeks. The answer is: 4 consecutive weeks.","[""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples"", ""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.5622135996818542, 0.6084572076797485, 0.7018250226974487]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.17511}, {""source"": ""annual_leave.md"", ""score"": 0.020379}, {""source"": ""parental_leave.md"", ""score"": 0.013645}, {""source"": ""travel_policy.md"", ""score"": 0.007129}, {""source"": ""expense_policy.md"", ""score"": 0.0}]",0.054,2.067,0.6666666666666666,,15.747,1.0,,10.08,0.7969097288449332,,0.119,28.068,GPT-5.6 Sol,0.75,1.0,1.0,correct,Correctly gives 4 consecutive weeks. The prefatory claim that the context does not directly answer the question is inaccurate because it does.,-0.08333333333333337,0.0
q058,"If a director grants a four-week office-attendance exception, does that automatically authorize working from another country?",No.,No.,"[""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples"", ""## 2. Working from another country\n\nWorking remotely from a country other than the employee's contractual work location is **not automatically covered** by the normal weekly remote-work allowance.\n\nCross-border remote work requires prior written approval from **both HR and the employee's manager** because tax, immigration, payroll, information-security, and employment-law requirements may apply.\n\nManager approval alone is not sufficient for cross-border remote work.\n\n## 3. Security requirements\n\nEmployees working remotely must:""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.32508331537246704, 0.5171729922294617, 0.5601111650466919]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.284378}, {""source"": ""annual_leave.md"", ""score"": 0.05539}, {""source"": ""parental_leave.md"", ""score"": 0.02667}, {""source"": ""travel_policy.md"", ""score"": 0.006852}, {""source"": ""expense_policy.md"", ""score"": 0.005458}]",0.058,1.06,0.0,,10.741,0.0,,7.605,1.0000000000000002,,0.073,19.537,GPT-5.6 Sol,1.0,1.0,1.0,correct,Correctly answers no; office-attendance exceptions do not automatically authorize cross-border remote work.,-1.0,-1.0
q059,Can a Germany-based employee work from home in Germany three days in a week under the normal rule?,"Potentially yes, if the manager approves and team scheduling allows it.","Yes, a Germany-based employee working from home in Germany may be allowed to work three days in a week under the normal rule.","[""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country"", ""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.3609265685081482, 0.36098748445510864, 0.5825023055076599]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.393152}, {""source"": ""annual_leave.md"", ""score"": 0.099556}, {""source"": ""parental_leave.md"", ""score"": 0.071303}, {""source"": ""expense_policy.md"", ""score"": 0.008736}, {""source"": ""travel_policy.md"", ""score"": 0.0}]",0.051,1.12,1.0,,11.653,1.0,,12.315,0.6325710567744621,,0.11,25.249,GPT-5.6 Sol,1.0,0.75,0.9,mostly_correct,"Correctly says three remote days may be allowed in Germany, but omits the manager-approval and team-scheduling conditions in the reference.",0.0,0.25
q060,Name two distinct information-security responsibilities for remote employees: one about access by other people and one about device incidents.,They must prevent unauthorized persons from accessing company information and report loss or theft of company devices immediately.,"- One about access by other people: use the company-managed device for company work.
- One about device incidents: connect through the approved VPN when required.","[""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples"", ""## 2. Working from another country\n\nWorking remotely from a country other than the employee's contractual work location is **not automatically covered** by the normal weekly remote-work allowance.\n\nCross-border remote work requires prior written approval from **both HR and the employee's manager** because tax, immigration, payroll, information-security, and employment-law requirements may apply.\n\nManager approval alone is not sufficient for cross-border remote work.\n\n## 3. Security requirements\n\nEmployees working remotely must:"", ""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days.""]","[""remote_work.md"", ""remote_work.md"", ""remote_work.md""]","[0.43630173802375793, 0.5402837991714478, 0.6091492176055908]",tfidf_filtered,"[""remote_work.md""]","[{""source"": ""remote_work.md"", ""score"": 0.25306}, {""source"": ""parental_leave.md"", ""score"": 0.050769}, {""source"": ""annual_leave.md"", ""score"": 0.0}, {""source"": ""expense_policy.md"", ""score"": 0.0}, {""source"": ""travel_policy.md"", ""score"": 0.0}]",0.06,1.215,1.0,,12.628,0.67,,13.856,0.8025331212661683,,0.116,27.875,GPT-5.6 Sol,1.0,0.0,0.25,incorrect,"The two listed security rules are true, but they are not the two responsibilities requested: preventing unauthorized access and reporting device loss/theft.",0.0,0.67
q061,When must manager approval for ordinary business travel be obtained relative to booking?,Before booking.,"The manager must approve business travel before booking, including international travel.","[""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.4115411043167114, 0.4786521792411804, 0.6116290092468262]",tfidf_filtered,"[""travel_policy.md"", ""expense_policy.md""]","[{""source"": ""travel_policy.md"", ""score"": 0.255908}, {""source"": ""expense_policy.md"", ""score"": 0.164316}, {""source"": ""remote_work.md"", ""score"": 0.063923}, {""source"": ""annual_leave.md"", ""score"": 0.023574}, {""source"": ""parental_leave.md"", ""score"": 0.010049}]",0.053,1.977,1.0,,11.138,1.0,,9.426,0.7556817589479319,,0.091,22.685,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,0.0
q062,What additional pre-booking requirement applies specifically to international business travel?,The cost center must also be identified before booking.,The additional pre-booking requirement for international business travel is that the cost center must be identified before booking.,"[""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""## 3. Meals during business travel\n\nThe standard maximum reimbursable meal expense per person is:\n\n| Location | Maximum per meal |\n|---|---:|\n| Germany | EUR 35 |\n| Belgium | EUR 40 |\n| Spain | EUR 35 |\n| Pakistan | PKR 6,500 |\n\nAlcoholic beverages are not reimbursable under the standard meal allowance.\n\n## 4. Hotels\n\nHotel room-rate limits are **not defined by this policy**.\n\nFor hotel limits, employees must use the current **Business Travel Policy, HR-TRV-0173**.\n\nThis is intentional: the expense policy defines how claims are submitted, while the travel policy defines allowable hotel rates.\n\n## 5. Ground transportation""]","[""travel_policy.md"", ""travel_policy.md"", ""expense_policy.md""]","[0.46370401978492737, 0.5529313087463379, 0.608554482460022]",ambiguous_signal_full_corpus,,"[{""source"": ""travel_policy.md"", ""score"": 0.205416}, {""source"": ""expense_policy.md"", ""score"": 0.157299}, {""source"": ""parental_leave.md"", ""score"": 0.036677}, {""source"": ""remote_work.md"", ""score"": 0.010011}, {""source"": ""annual_leave.md"", ""score"": 0.006142}]",0.042,1.235,1.0,,11.472,1.0,,9.655,0.8799269975392454,,0.086,22.491,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,0.0
